fold,fold_name,train_samples,val_samples,test_samples,best_val_loss,best_val_r2,final_train_loss,final_train_r2,final_val_loss,final_val_r2,test_loss,test_r2,test_rmse,test_mae,epochs_trained
1,fold_2023,4421,781,2601,0.835878429583795,0.8236714601516724,0.6363553209699315,0.8681232333183289,0.9288698946162772,0.804054856300354,0.9401442458747855,0.506356954574585,0.9696103577596443,0.7408095598220825,31
2,fold_2024,4421,781,2601,0.6812229236628426,0.7559393644332886,0.6802279332773291,0.7629634141921997,0.7627221817167407,0.7267407774925232,4.173417027571347,0.3144230842590332,2.042894277139996,1.742587685585022,19
3,fold_2025,4421,781,2601,0.7229711379803402,0.8240492939949036,0.24954724826401087,0.9387251138687134,0.7558548390941644,0.8160462975502014,1.635815036200597,0.5341683626174927,1.2789898499208652,0.9665798544883728,54
