image_filename,frac_weed
20240703_B7A_05512.jpg,0.0906331129782769
20240703_B7A_05513.jpg,0.1057232550520654
20240703_B7A_05514.jpg,0.1466725279829469
20240703_B7A_05515.jpg,0.0992402816597689
20240703_B7A_05533.jpg,0.0957783859998341
20240703_B7A_05532.jpg,0.145445422199368
20240703_B7A_05531.jpg,0.1825635453516197
20240703_B7A_05530.jpg,0.0762381862743065
20240703_B7A_05524.jpg,0.0891843361352901
20240703_B7A_05568.jpg,0.1106788869074772
20240703_B7A_05569.jpg,0.1318458922572886
20240703_B7A_05570.jpg,0.0978643111885212
20240703_B7A_05501.jpg,0.208216348925264
20240703_B7A_05502.jpg,0.1830690375874996
20240703_B7A_05503.jpg,0.0577635295142272
20240703_B7A_05504.jpg,0.1277239834954073
20240703_B7A_05505.jpg,0.2473406350957371
20240703_B7A_05506.jpg,0.0725061372080679
20240703_B7A_05507.jpg,0.0471754845077782
20240703_B7A_05508.jpg,0.098636931000593
20240703_B7A_05509.jpg,0.0520012109700616
20240703_B7A_05510.jpg,0.2149423809780512
20240703_B7A_05511.jpg,0.2374721615109301
20240703_B7A_05550.jpg,0.659918306413154
20240703_B7A_05549.jpg,0.2020230506675072
20240703_B7A_05548.jpg,0.0994559447983014
20240703_B7A_05547.jpg,0.1317759373613294
20240703_B7A_05546.jpg,0.1736590018453627
20240703_B7A_05545.jpg,0.0794946977268862
20240703_B7A_05544.jpg,0.1925247674616306
20240703_B7A_05543.jpg,0.2562949938625883
20240703_B7A_05542.jpg,0.244336160242188
20240703_B7A_05541.jpg,0.2036776689849086
20240703_B7A_05540.jpg,0.0696040577137619
20240703_B7A_05539.jpg,0.0764079236003699
20240703_B7A_05538.jpg,0.0360472446169669
20240703_B7A_05537.jpg,0.0861168820936433
20240703_B7A_05536.jpg,0.1701697052139148
20240703_B7A_05535.jpg,0.5294727457444383
20240703_B7A_05551.jpg,0.5323579905949093
20240703_B7A_05552.jpg,0.300677258946827
20240703_B7A_05553.jpg,0.179579260782842
20240703_B7A_05554.jpg,0.0876878670249825
20240703_B7A_05555.jpg,0.3243487563963276
20240703_B7A_05556.jpg,0.0892950456615323
20240703_B7A_05557.jpg,0.0864455558043674
20240703_B7A_05558.jpg,0.137166104731453
20240703_B7A_05559.jpg,0.074405354299363
20240703_B7A_05560.jpg,0.122622064257661
20240703_B7A_05561.jpg,0.2981815919882228
20240703_B7A_05562.jpg,0.082308639773731
20240703_B7A_05563.jpg,0.0745779720265221
20240703_B7A_05564.jpg,0.130775579268672
20240703_B7A_05565.jpg,0.1746405629901178
20240703_B7A_05566.jpg,0.168696734059098
20240703_B7A_05567.jpg,0.2581689860505233
20240703_B7A_05522.jpg,0.1815901004387456
20240703_B7A_05523.jpg,0.150957949738741
20240703_B7A_05525.jpg,0.1130910417928025
20240703_B7A_05527.jpg,0.1354637516484063
20240703_B7A_05528.jpg,0.1289085178734345
20240703_B7A_05518.jpg,0.0592470028157566
20240703_B7A_05516.jpg,0.0427262171352741
20240703_B7A_05519.jpg,0.0539311025499604
20240703_B7A_05521.jpg,0.1091473073956424
20240703_B7A_05520.jpg,0.0855519615161317
20240703_B7A_05517.jpg,0.0695651092099643
20240703_B7A_05526.jpg,0.0853978153950784
20240710_B7A_05512.jpg,0.1571999701400927
20240710_B7A_05513.jpg,0.1141291951944729
20240710_B7A_05514.jpg,0.1384818914357045
20240710_B7A_05515.jpg,0.1156994633867182
20240710_B7A_05533.jpg,0.1377125321390064
20240710_B7A_05532.jpg,0.1728234816000531
20240710_B7A_05531.jpg,0.1749575949603321
20240710_B7A_05530.jpg,0.0837732594064004
20240710_B7A_05524.jpg,0.1125441131951845
20240710_B7A_05568.jpg,0.1355575830464894
20240710_B7A_05569.jpg,0.1439596897938871
20240710_B7A_05570.jpg,0.0796259434353487
20240710_B7A_05501.jpg,0.2875431822800244
20240710_B7A_05502.jpg,0.4160916298974886
20240710_B7A_05503.jpg,0.1359773723566176
20240710_B7A_05504.jpg,0.3031868792635137
20240710_B7A_05505.jpg,0.3337632553529439
20240710_B7A_05506.jpg,0.0616291799363057
20240710_B7A_05507.jpg,0.056817946176401
20240710_B7A_05508.jpg,0.1182971382600654
20240710_B7A_05509.jpg,0.0671258952676783
20240710_B7A_05510.jpg,0.3069379190804178
20240710_B7A_05511.jpg,0.3460267166549852
20240710_B7A_05550.jpg,0.7079143254058762
20240710_B7A_05549.jpg,0.2886890814155548
20240710_B7A_05548.jpg,0.1210191082802547
20240710_B7A_05547.jpg,0.2431354171418618
20240710_B7A_05546.jpg,0.2558916834269837
20240710_B7A_05545.jpg,0.0775911049547326
20240710_B7A_05544.jpg,0.3811846083029571
20240710_B7A_05543.jpg,0.6634127326410776
20240710_B7A_05542.jpg,0.5395566798681236
20240710_B7A_05541.jpg,0.2344451771029025
20240710_B7A_05540.jpg,0.0632752850228723
20240710_B7A_05539.jpg,0.0800363254863095
20240710_B7A_05538.jpg,0.0547924753657808
20240710_B7A_05537.jpg,0.0961936396170002
20240710_B7A_05536.jpg,0.1970023722234203
20240710_B7A_05535.jpg,0.4762911820198627
20240710_B7A_05551.jpg,0.6020294759191527
20240710_B7A_05552.jpg,0.4532243415077202
20240710_B7A_05553.jpg,0.2719876258050069
20240710_B7A_05554.jpg,0.2265518728642049
20240710_B7A_05555.jpg,0.5543594549540958
20240710_B7A_05556.jpg,0.2161810203963139
20240710_B7A_05557.jpg,0.1613047697245652
20240710_B7A_05558.jpg,0.2115572033458991
20240710_B7A_05559.jpg,0.2482085987261146
20240710_B7A_05560.jpg,0.2474172932486739
20240710_B7A_05561.jpg,0.4776918451554044
20240710_B7A_05562.jpg,0.1227309863185266
20240710_B7A_05563.jpg,0.0726041541402488
20240710_B7A_05564.jpg,0.1682211983095764
20240710_B7A_05565.jpg,0.2617389825869512
20240710_B7A_05566.jpg,0.2572317262830482
20240710_B7A_05567.jpg,0.442642936522417
20240710_B7A_05522.jpg,0.3930298330444302
20240710_B7A_05523.jpg,0.2186696524840341
20240710_B7A_05525.jpg,0.1317771271698833
20240710_B7A_05527.jpg,0.1231141816854799
20240710_B7A_05528.jpg,0.1241270631168615
20240710_B7A_05518.jpg,0.0762618031624388
20240710_B7A_05516.jpg,0.0613626938707804
20240710_B7A_05519.jpg,0.0684951957568393
20240710_B7A_05521.jpg,0.1138043144703121
20240710_B7A_05520.jpg,0.1526333250393962
20240710_B7A_05517.jpg,0.0987969694079397
20240710_B7A_05526.jpg,0.082586194026756
20240716_B7A_03839.jpg,0.0764697832388519
20240716_B7A_03840.jpg,0.136816786928755
20240716_B7A_03841.jpg,0.0926723065439164
20240716_B7A_03842.jpg,0.1603077178285572
20240716_B7A_03843.jpg,0.0671731539616319
20240716_B7A_03844.jpg,0.1303130715349172
20240716_B7A_03846.jpg,0.108011047432633
20240716_B7A_03849.jpg,0.2381313759641702
20240716_B7A_03860.jpg,0.0778877176103706
20240716_B7A_03859.jpg,0.0648749072119631
20240716_B7A_03858.jpg,0.0796456874136923
20240716_B7A_03855.jpg,0.1209865381584731
20240716_B7A_03854.jpg,0.1267894169362196
20240716_B7A_03852.jpg,0.1634140879647676
20240716_B7A_03851.jpg,0.2013212132270612
20240716_B7A_03850.jpg,0.3343590083851009
20240716_B7A_03895.jpg,0.095077942597423
20240716_B7A_03896.jpg,0.0962005789120103
20240716_B7A_03897.jpg,0.1175324082905508
20240716_B7A_03898.jpg,0.0803264480117441
20240716_B7A_03900.jpg,0.0907854358463962
20240716_B7A_03902.jpg,0.06459693272397
20240716_B7A_03903.jpg,0.0969026163333181
20240716_B7A_03904.jpg,0.0895084768255864
