epoch,train_loss,train_r2,val_loss,val_r2,val_rmse,val_mae
1,8.29060221061432,-1.8872709274291992,1.0512653116074782,0.6233649253845215,1.0253122995494974,0.8002385497093201
2,1.096902801407327,0.6195889711380005,0.7770281377583551,0.7216154336929321,0.8814919952888711,0.6658118367195129
3,0.9000625988776735,0.6860630512237549,0.6396024414503926,0.770850658416748,0.7997514873073964,0.616470992565155
4,0.8236716968550098,0.715497612953186,0.792723160699754,0.7159923315048218,0.8903500214520995,0.6998001933097839
5,0.7204335865785749,0.7507357597351074,0.5688833394368082,0.7961871027946472,0.7542435544549309,0.5777786374092102
6,0.6915818040105078,0.7589398622512817,0.6533512060987201,0.7659249305725098,0.8083014326961941,0.6108667254447937
7,0.675391890590997,0.7705719470977783,0.5473450138764253,0.8039035797119141,0.7398276920178274,0.5790165066719055
8,0.587187198426226,0.7957640290260315,0.6373419640311511,0.771660566329956,0.7983369990368423,0.6089611053466797
9,0.5591619426397969,0.8055233955383301,0.5551370241883165,0.8011119365692139,0.7450751802256712,0.5722081065177917
10,0.5207702543238084,0.8200604319572449,0.5561116863609734,0.8007627725601196,0.7457289630696755,0.5642355680465698
11,0.47694634919543916,0.8354266881942749,0.5191600304788573,0.8140013813972473,0.7205276056327455,0.5497796535491943
12,0.4407032886855036,0.8478307723999023,0.6673182397126847,0.7609210014343262,0.8168954888556337,0.6295439600944519
13,0.4430257687680155,0.8458516001701355,0.6158001615585957,0.7793782949447632,0.7847293556115992,0.6059539318084717
14,0.39730518541747717,0.8627311587333679,0.5534952839266476,0.8017001748085022,0.7439726365442801,0.574257493019104
15,0.36669232669494134,0.8726676106452942,0.5237467131755111,0.8123581409454346,0.723703470473585,0.5567368865013123
16,0.352112234281979,0.8777950406074524,0.5327311087585748,0.8091393113136292,0.7298843119005742,0.5558741092681885
17,0.3742800815124735,0.8694513440132141,0.5674553067064468,0.7966986894607544,0.7532962941010972,0.5732396841049194
18,0.3180106880424692,0.8893519043922424,0.578379948526888,0.7927847504615784,0.7605129509264704,0.5718629956245422
19,0.32689159293826536,0.8865978121757507,0.5698309377045698,0.7958475947380066,0.7548714709833522,0.5694246888160706
20,0.2985082521713037,0.8966243267059326,0.55206553563571,0.8022123575210571,0.7430111275315532,0.5581361055374146
21,0.2924611841817554,0.8983529806137085,0.5472442834768039,0.803939700126648,0.7397596119529667,0.5589063763618469
22,0.26789009394191154,0.9067322611808777,0.5608685308931426,0.7990585565567017,0.7489115641336717,0.5700411796569824
23,0.268511142447698,0.9080260992050171,0.5161425574335643,0.8150824308395386,0.7184306211692012,0.544895589351654
24,0.24531471364789728,0.9147621989250183,0.5655713639247127,0.7973736524581909,0.7520447885097754,0.5736535787582397
25,0.23537668424973385,0.9182308912277222,0.5525774253620533,0.802029013633728,0.743355517476028,0.5654972195625305
26,0.2451416983021249,0.9144889712333679,0.5206336269915943,0.8134734630584717,0.7215494626091785,0.5468812584877014
27,0.22224097200434842,0.9231513738632202,0.532240627746118,0.809315025806427,0.7295482353800317,0.5558978915214539
28,0.21718053165957224,0.924977719783783,0.5313695243699297,0.809627115726471,0.7289509752856701,0.5494720935821533
29,0.21921159101904725,0.9239991307258606,0.532861695132396,0.8090925216674805,0.7299737633178305,0.5518428683280945
30,0.19281385635300505,0.9340153336524963,0.5205127593039245,0.8135167360305786,0.7214657020981139,0.5475077033042908
31,0.20383769916973526,0.929497480392456,0.5409325726053626,0.8062009811401367,0.7354811843992766,0.5482192039489746
32,0.19338307792334247,0.9328936338424683,0.5501193783499978,0.8029096126556396,0.7417003292098486,0.5670189261436462
33,0.18139060495568693,0.9372779726982117,0.5079662457165737,0.8180117607116699,0.712717507654031,0.5442178845405579
34,0.17483010502170315,0.9395887851715088,0.5346939442023425,0.8084360957145691,0.731227696550358,0.5492232441902161
35,0.17731980159342717,0.9382842183113098,0.5212474818342626,0.8132535219192505,0.7219747099686128,0.5499047040939331
36,0.17754022830681834,0.9386081695556641,0.5100958662897005,0.8172488212585449,0.7142099595284992,0.5402653813362122
37,0.16728002280532886,0.9416749477386475,0.5163733867234366,0.8149997591972351,0.7185912514938075,0.5388699173927307
38,0.16377774165045444,0.943500816822052,0.5272764850899139,0.8110935091972351,0.7261380620033038,0.5509538054466248
