fold,fold_name,train_samples,val_samples,test_samples,best_val_loss,best_val_r2,final_train_loss,final_train_r2,final_val_loss,final_val_r2,test_loss,test_r2,test_rmse,test_mae,epochs_trained
1,fold_23,19949,3521,2601,0.5126743289565064,0.8839812278747559,0.06458020564870731,0.9853729009628296,0.5115305438227221,0.8842400312423706,0.7421765413646605,0.6103042364120483,0.8614966867984232,0.6712772846221924,60
2,fold_24,15113,2668,8290,0.44536422433211525,0.8673392534255981,0.12571376506929044,0.9626493453979492,0.4472463399037786,0.8667786717414856,1.7247543721492384,0.7132800817489624,1.3132990414026953,1.0552434921264648,33
3,fold_25,9257,1634,15180,0.5563990243937423,0.8911532759666443,0.0846814375390043,0.9833484292030334,0.5526605276903879,0.8918846249580383,0.8235990029549881,0.7662056088447571,0.9075235550414039,0.7082841992378235,59
