fold,fold_name,train_samples,val_samples,test_samples,best_val_loss,best_val_r2,final_train_loss,final_train_r2,final_val_loss,final_val_r2,test_loss,test_r2,test_rmse,test_mae,epochs_trained
1,fold_23,19949,3521,2601,0.6440594360862933,0.8542486429214478,0.27300312171857327,0.9381585717201233,0.6600699751121827,0.8506253957748413,0.9613612592793208,0.4952165484428406,0.980490315749891,0.7751105427742004,45
2,fold_24,15113,2668,8290,0.5411077588126398,0.8388200998306274,0.2277289126186492,0.9323618412017822,0.5493401263517954,0.8363679647445679,2.340473747857373,0.6109240055084229,1.5298606955724345,1.2146936655044556,48
3,fold_25,9257,1634,15180,0.6957804757641171,0.8638864755630493,0.36412033654492476,0.9282554984092712,0.7361543072043317,0.8559882640838623,1.8218039029200557,0.4828460216522217,1.3497421616442362,1.0447462797164917,42
